 1.00,  0.1,  0.0,  0.30,  0.00,  0.25
 0.50,  0.1,  0.0,  0.40,  0.00,  0.25
 0.00,  0.1,  0.0,  0.50,  0.00,  0.25
-0.25,  0.1,  0.0,  0.55,  0.00,  0.25
-0.50,  0.1,  0.0,  0.60,  0.00,  0.25
 2.00,  0.1,  0.0,  0.60,  0.00,  0.25
 1.50,  0.1,  0.0,  0.60,  0.00,  0.25
 1.00,  0.1,  0.0,  0.60,  0.00,  0.25
 0.50,  0.1,  0.0,  0.60,  0.00,  0.25
 0.00,  0.1,  0.0,  0.60,  0.00,  0.25
-0.50,  0.1,  0.0,  0.60,  0.00,  0.25
-1.00,  0.1,  0.0,  0.60,  0.00,  0.25
-1.50,  0.1,  0.0,  0.60,  0.00,  0.25
-2.00,  0.1,  0.0,  0.60,  0.00,  0.25
0,  0.5, 0, 0.4 , 0, 0.4
0,  0.4, 0, 0.43, 0, 0.36
0,  0.3, 0, 0.46, 0, 0.31
0,  0.2, 0, 0.5 , 0, 0.275
0,  0.1, 0, 0.53, 0, 0.23
0,  0.0, 0, 0.56, 0, 0.19
0, -0.1, 0, 0.6 , 0, 0.15
0, 0, -0.4, 0.4,  0.3  , 0.2
0, 0, -0.3, 0.4,  0.225, 0.2
0, 0, -0.2, 0.4,  0.15 , 0.2
0, 0, -0.1, 0.4,  0.075, 0.2
0, 0,  0.1, 0.4, -0.075, 0.2
0, 0,  0.2, 0.4, -0.15 , 0.2
0, 0,  0.3, 0.4, -0.225, 0.2
0, 0,  0.4, 0.4, -0.3  , 0.2
0,  0.2, 0, 0.5 , 0, 0.275
0,  0.1, 0, 0.53, 0, 0.23
0,  0.0, 0, 0.56, 0, 0.19
0, -0.1, 0, 0.6 , 0, 0.15
 0.30, -0.20, -0.20,  0.60,  0.26,  0.15
 0.30, -0.05, -0.20,  0.60,  0.26,  0.20
 0.30,  0.15, -0.20,  0.60,  0.26,  0.25
 0.30,  0.25, -0.20,  0.60,  0.26,  0.30
 0.30,  0.35, -0.20,  0.60,  0.16,  0.35
 0.15,  0.35, -0.10,  0.60,  0.08,  0.35
 0.15,  0.25, -0.10,  0.60,  0.13,  0.30
 0.15,  0.15, -0.10,  0.60,  0.13,  0.25
 0.15, -0.05, -0.10,  0.60,  0.13,  0.20
 0.15, -0.20, -0.10,  0.60,  0.13,  0.15
 0.00, -0.20,  0.00,  0.60,  0.00,  0.15
 0.00, -0.05,  0.00,  0.60,  0.00,  0.20
 0.00,  0.15,  0.00,  0.60,  0.00,  0.25
 0.00,  0.25,  0.00,  0.60,  0.00,  0.30
 0.00,  0.35,  0.00,  0.60,  0.00,  0.35
-0.15,  0.35,  0.10,  0.60, -0.08,  0.35
-0.15,  0.25,  0.10,  0.60, -0.13,  0.30
-0.15,  0.15,  0.10,  0.60, -0.13,  0.25
-0.15, -0.05,  0.10,  0.60, -0.13,  0.20
-0.15, -0.20,  0.10,  0.60, -0.13,  0.15
-0.30, -0.20,  0.20,  0.60, -0.26,  0.15
-0.30, -0.05,  0.20,  0.60, -0.26,  0.20
-0.30,  0.15,  0.20,  0.60, -0.26,  0.25
-0.30,  0.25,  0.20,  0.60, -0.26,  0.30
-0.30,  0.35,  0.20,  0.60, -0.16,  0.35
0,  0.2, 0, 0.5 , 0, 0.275
0,  0.1, 0, 0.53, 0, 0.23
0,  0.0, 0, 0.56, 0, 0.19
0, -0.1, 0, 0.6 , 0, 0.15
